,showing_time
3c:91:57:04:7c:3b,1
3c:47:11:cd:f0:85,5
3a:ce:d3:d1:57:95,1
3a:5b:7d:f4:0a:50,1
3c:91:57:d8:e8:85,11
3a:34:91:fd:bd:ef,1
40:0e:85:21:9c:0c,9
40:30:04:26:9f:50,10
48:5a:3f:27:c6:8f,11
48:5a:3f:1c:05:20,19
48:5a:3f:18:1d:a0,18
48:43:7c:df:f8:b7,5
48:43:7c:47:31:b9,1
48:13:f3:df:f1:1d,4
48:13:f3:bb:f7:85,9
46:87:a2:f9:0e:ca,1
44:d4:e0:53:0d:6a,1
44:d4:e0:50:8d:dd,8
40:0e:85:4c:a0:b3,23
44:91:db:47:0a:99,5
42:93:ff:b7:1f:da,1
42:73:f0:bb:a0:24,1
42:47:74:d6:e3:b4,1
42:05:36:40:50:d6,1
40:f3:08:f4:20:a1,1
40:f3:08:92:0c:7f,5
40:f3:08:82:76:41,5
40:f3:08:3d:5a:da,2
40:a6:d9:c1:82:47,3
40:33:1a:2f:56:25,12
44:4c:0c:9c:97:f0,3
38:f8:89:0e:2f:11,4
38:bc:1a:e4:73:3e,3
38:bc:1a:db:9e:5f,8
38:0b:40:8e:86:5f,10
36:b4:2c:7b:34:53,1
36:9a:4e:76:c2:43,1
36:61:69:b9:aa:a1,1
36:25:ce:b7:53:60,1
36:1a:53:36:f1:18,1
34:e2:fd:72:bb:1b,42
34:e2:fd:2d:9e:36,18
34:e2:fd:21:87:42,6
34:e2:fd:15:68:a6,1
38:0b:40:9d:9f:8d,1
34:e2:fd:03:9a:1b,50
34:c0:59:9e:7d:6a,30
34:be:00:10:38:38,1
34:80:b3:eb:1a:83,2
34:80:b3:bb:23:80,7
34:80:b3:ab:0b:95,53
34:80:b3:a7:bd:02,5
34:80:b3:6f:19:25,2
34:80:b3:4c:92:e7,19
34:80:b3:4b:55:51,2
34:80:b3:23:cd:48,4
34:de:34:8b:91:8b,15
38:2d:d1:d3:37:25,4
38:48:4c:35:f7:a8,10
38:48:4c:74:8a:ee,9
38:bc:1a:d2:43:63,2
38:bc:1a:d2:17:e2,1
38:bc:1a:bb:b7:78,2
38:bc:1a:b9:9a:7d,31
38:bc:1a:b9:1c:d5,1
38:bc:1a:b1:e5:10,5
38:bc:1a:a2:72:3d,2
38:bc:1a:9a:27:f5,8
38:bc:1a:99:42:0b,1
38:bc:1a:93:a9:b0,4
38:bc:1a:8b:f7:17,1
38:bc:1a:81:c7:17,7
38:bc:1a:6a:9c:49,46
38:bc:1a:53:54:28,1
38:bc:1a:18:c7:19,1
38:bc:1a:10:83:ef,30
38:bc:1a:0e:2d:d7,31
38:bc:1a:0b:37:e4,17
38:bc:1a:03:0c:ec,2
38:bc:1a:02:aa:17,17
38:aa:3c:f7:fa:38,1
38:aa:3c:d7:2e:3e,13
38:aa:3c:01:62:18,3
18:f6:43:69:ca:c1,1
48:5a:3f:4c:f6:b1,25
18:f6:43:2f:8a:96,46
18:dc:56:f2:1c:70,7
0a:c6:07:b5:bb:a2,1
0a:62:f3:9b:fc:00,1
08:70:45:d7:67:b4,1
08:70:45:a8:f3:ae,21
06:c3:74:5e:44:e0,1
06:a7:49:0b:84:6c,1
06:04:71:ce:d8:a9,1
04:fe:31:b3:a1:3e,4
04:f7:e4:ab:1d:5b,11
04:f7:e4:1e:f5:b0,1
0a:f4:22:e3:ca:3f,1
04:e5:36:eb:57:07,1
04:db:56:35:e4:f3,1
04:54:53:22:1a:1f,25
04:48:9a:9f:44:ea,1
04:48:9a:92:11:6e,8
04:48:9a:91:03:04,3
04:48:9a:7e:e5:01,13
04:1e:64:69:78:c9,1
04:1b:ba:e7:2b:83,107
02:03:81:44:ee:c0,1
00:f7:6f:c9:43:3f,5
04:e5:36:e9:ca:bf,12
00:f7:6f:c1:c2:f6,2
0c:1d:af:67:36:2d,1
0c:1d:af:68:5d:a3,13
0e:10:6e:4a:d3:8b,1
0c:b3:19:85:e8:4b,1
0c:b3:19:5b:dc:d5,5
0c:77:1a:95:b0:0a,24
0c:77:1a:6b:39:57,1
0c:77:1a:23:cc:68,1
0c:3e:9f:99:db:25,26
0c:3e:9f:59:36:1b,6
0c:3e:9f:26:69:70,3
0c:37:dc:9c:3a:5e,4
0c:1d:af:67:75:c0,29
0c:30:21:d1:f8:62,100
0c:1d:af:fc:36:df,1
0c:1d:af:ef:77:2c,1
0c:1d:af:ec:af:0f,93
0c:1d:af:ec:92:85,6
0c:1d:af:eb:fc:45,19
0c:1d:af:e6:6e:4f,2
0c:1d:af:e5:9d:0a,304
0c:1d:af:e5:57:92,22
0c:1d:af:d6:d9:d3,4
0c:1d:af:72:5b:07,53
0c:30:21:6a:63:85,14
0e:6d:5d:e0:ba:d9,1
00:f7:6f:95:7c:bb,17
00:f4:b9:de:4c:cf,1
00:18:60:73:88:54,10
00:16:6d:fa:8f:eb,25
00:16:6d:e2:02:9e,1
00:16:6d:c2:76:ab,20
00:16:6d:27:f9:84,42
00:16:6d:26:e1:01,11
00:12:40:6b:6f:f9,1
00:0c:e7:c5:d3:37,26
00:0c:e7:a8:f7:33,8
00:0c:e7:71:00:56,7
00:18:60:75:74:18,1
00:0a:f5:c1:44:f8,1
00:08:ca:52:c5:e2,2
00:08:22:f2:51:07,1
00:08:22:e6:33:60,3
00:08:22:e0:23:fc,1
00:08:22:9c:28:32,1
00:08:22:98:bc:fb,1
00:08:22:98:48:0b,24
00:08:22:2c:fb:fb,3
00:08:22:14:13:11,1
00:08:22:06:17:a6,1
00:0a:f5:0e:e9:6c,12
00:f7:6f:79:57:b2,1
00:1a:95:68:69:b3,1
00:27:15:32:02:87,5
00:f4:b9:9e:7b:8a,33
00:f4:b9:8d:69:1a,10
00:f4:b9:6f:df:ec,23
00:f4:b9:5e:c2:17,3
00:ee:bd:8d:c0:bd,8
00:ee:bd:8b:28:21,1
00:d5:d0:2c:77:3a,35
00:cd:bf:82:ab:11,14
00:c8:ef:a0:cc:90,1
00:ac:a9:b8:e0:22,1
00:23:b1:47:58:6d,5
00:99:1d:c9:09:dc,14
00:90:4c:c5:12:38,25
00:88:65:df:15:d8,11
00:88:65:d1:0d:84,1
00:88:65:cf:c2:d6,21
00:66:4b:50:91:26,4
00:61:71:92:97:63,1
00:61:71:66:f3:28,25
00:61:71:02:37:c4,7
00:4d:7a:1b:6d:41,7
00:27:4d:91:36:ba,15
00:93:b0:3b:1e:cd,16
0e:a7:40:40:4d:13,1
0e:e3:66:09:92:58,1
0e:e4:76:da:e4:1f,1
18:dc:56:7c:38:fb,16
18:dc:56:7c:2e:06,6
18:dc:56:7c:22:07,8
18:dc:56:7c:1c:2e,8
18:dc:56:5d:81:04,32
18:dc:56:37:cb:d5,17
18:dc:56:34:cb:05,3
18:dc:56:1c:4b:00,3
18:dc:56:1a:b2:46,1
18:af:61:07:2c:fd,17
18:dc:56:7c:3c:ab,13
18:9e:fc:c0:1d:09,3
18:59:36:ca:1c:7d,22
18:59:36:c8:93:7c,3
18:59:36:c2:2c:05,63
18:59:36:a2:57:73,3
18:59:36:95:df:cf,9
18:59:36:94:d9:3f,8
18:59:36:7e:74:15,2
18:59:36:79:fd:11,14
18:59:36:77:57:43,1
18:59:36:6e:73:e2,11
18:59:36:ca:34:e7,54
18:59:36:6e:60:c4,1
18:dc:56:7c:7c:e3,30
18:dc:56:90:9e:95,25
18:dc:56:f1:a3:43,7
18:dc:56:f0:e5:aa,10
18:dc:56:f0:ac:4e,17
18:dc:56:f0:54:09,3
18:dc:56:ee:3f:00,1
18:dc:56:d0:65:c9,15
18:dc:56:d0:27:94,1
18:dc:56:d0:0e:fe,1
18:dc:56:cc:d6:02,7
18:dc:56:cc:27:4a,2
18:dc:56:90:4c:44,2
18:dc:56:c0:20:c6,13
18:dc:56:b3:c1:9e,2
18:dc:56:b2:b1:29,1
18:dc:56:b2:93:e0,4
18:dc:56:b2:51:04,32
18:dc:56:b2:3c:f9,3
18:dc:56:b2:22:a9,41
18:dc:56:b2:19:67,4
18:dc:56:ac:e7:0d,17
18:dc:56:95:4e:07,20
18:dc:56:90:b0:f2,5
18:dc:56:b6:3e:35,8
18:59:36:6c:03:d9,1
18:59:36:30:39:2f,12
18:59:36:1c:ef:c9,34
14:32:d1:d5:77:bc,18
14:32:d1:ad:77:7c,5
12:f8:9b:d1:0c:58,1
12:ea:e0:a0:de:1a,1
12:d7:2e:78:52:f7,1
12:48:4a:6e:fb:37,1
12:10:11:7d:ae:c6,1
10:f6:81:e3:98:db,2
10:f6:81:bd:5f:b7,30
10:f6:81:08:60:b8,6
14:36:c6:26:17:d0,3
10:d5:42:af:6f:b6,1
10:a5:d0:45:5a:c2,57
10:68:3f:33:f9:1e,16
10:41:7f:d7:c2:ef,84
10:41:7f:d2:68:e3,7
10:41:7f:b0:77:c2,1
10:41:7f:71:3a:1b,4
10:41:7f:5d:8d:5d,64
10:41:7f:32:60:9b,5
10:40:f3:70:02:e6,3
10:1c:0c:e9:69:32,15
10:d5:42:a1:f2:f7,1
14:8f:c6:38:61:05,47
14:99:e2:37:ee:85,3
14:99:e2:72:9f:65,28
18:3a:2d:a1:f5:4a,1
18:34:51:d1:ae:37,2
18:34:51:93:4c:bc,9
18:34:51:62:d5:0e,6
18:26:66:8f:e5:e4,1
18:1e:b0:b1:f4:02,1
16:df:b8:a4:7d:59,1
16:a4:05:a5:6c:5e,1
16:09:aa:f6:fc:2a,1
16:01:fc:77:46:28,1
14:f6:5a:ef:1f:67,27
14:f6:5a:cd:77:6d,31
14:f6:5a:c0:d4:aa,2
14:f6:5a:be:15:9e,16
14:f6:5a:bd:71:77,24
14:f6:5a:b8:bf:eb,16
14:f6:5a:ab:6d:ad,7
14:f6:5a:a5:e1:26,50
14:f6:5a:99:43:e1,29
14:b9:68:b2:b4:e4,8
14:b9:68:59:45:90,2
14:b9:68:30:ac:e2,1
14:b9:68:30:23:17,3
18:e2:c2:e3:36:13,1
92:1e:9a:eb:34:ef,1
48:6b:2c:31:5d:10,71
48:6b:2c:4f:e2:08,1
80:41:4e:9c:31:ef,45
80:41:4e:43:7f:84,1
80:22:75:63:19:e9,1
80:22:75:0a:3b:ea,42
7e:50:f3:90:37:95,1
7c:fa:df:f2:67:06,21
7c:fa:df:8a:32:34,5
7c:fa:df:7d:64:0d,1
7c:c5:37:fc:38:8f,153
7c:70:bc:00:84:bb,2
80:41:4e:c0:50:c9,1
7c:1d:d9:fa:e5:8c,74
7c:1d:d9:f0:02:fc,9
7c:1d:d9:d0:96:b0,15
7c:1d:d9:a5:08:fd,6
7c:1d:d9:a3:f3:1f,26
7c:1d:d9:a0:04:8d,5
7c:1d:d9:9a:77:8e,39
7c:1d:d9:6a:85:ca,1
fe:b7:89:da:a6:f1,1
7c:1d:d9:3d:a0:6d,1
7c:1d:d9:3a:ee:c5,1
7c:1d:d9:f4:e5:5d,3
7a:e1:86:ca:10:a0,1
80:41:4e:c5:de:3f,39
80:71:7a:18:78:1c,7
84:38:38:36:a2:af,9
84:38:38:1c:e1:a5,5
84:38:38:1c:22:37,37
84:38:38:08:1c:65,19
84:38:35:d6:c4:30,22
84:38:35:90:f5:a7,6
84:38:35:8f:bc:9f,33
82:f2:dc:2f:bf:f8,1
82:81:25:b0:83:19,1
82:61:a7:12:c0:29,1
80:41:4e:cf:91:09,3
82:45:0d:0c:96:8a,1
80:ea:96:54:58:75,1
80:ea:96:4f:74:f9,1
80:e6:50:91:2e:a3,2
80:cf:41:45:a9:35,1
80:be:05:82:84:c8,3
80:be:05:7e:9d:ef,6
80:be:05:13:3c:fa,5
80:71:7a:e3:39:89,2
80:71:7a:de:e5:9b,54
80:71:7a:99:d4:25,18
80:ea:96:6f:60:5d,9
84:38:38:6b:82:38,22
7a:1f:fe:36:cf:32,1
78:d7:5f:58:ea:fd,3
76:af:a2:1b:15:86,1
76:76:ce:60:98:cc,1
74:e2:f5:64:dc:2f,24
74:ad:b7:82:e9:2e,14
74:81:14:e7:d6:ed,17
74:51:ba:e6:bc:26,8
74:51:ba:e2:9f:1c,61
74:51:ba:db:8b:36,5
74:51:ba:d3:39:82,8
74:51:ba:d0:8a:e7,3
76:b4:cb:1c:ad:27,1
74:51:ba:cb:1e:06,2
74:51:ba:b0:f1:47,5
74:51:ba:a8:7d:aa,110
74:51:ba:a7:62:ac,1
74:51:ba:a0:a8:43,40
74:51:ba:89:f9:c9,16
74:51:ba:68:94:37,49
74:51:ba:5e:2d:c1,38
74:04:2b:57:d1:b1,7
74:04:2b:47:51:f3,1
72:92:3a:1e:a8:8c,1
74:51:ba:c3:e7:e7,1
78:f5:fd:d4:92:e2,27
76:bc:d1:ac:89:23,1
78:1f:db:4a:9b:ba,9
78:d7:5f:4c:41:ef,4
78:d7:5f:44:cc:e2,2
78:a8:73:e5:b6:c0,1
78:a3:e4:f0:57:0c,28
78:a3:e4:eb:50:7a,10
78:a3:e4:78:db:68,49
78:a3:e4:66:dd:07,1
78:9f:70:7e:0c:5e,8
78:9f:70:18:df:7b,8
78:9f:70:09:44:96,1
76:d9:72:26:77:b7,1
78:9e:d0:17:82:3a,1
78:6c:1c:da:c7:fb,1
78:6a:89:9b:65:00,45
78:6a:89:18:eb:9e,4
78:52:1a:e3:8a:37,1
78:4b:87:dd:8b:11,1
78:4b:87:bd:b3:fb,11
78:3a:84:7f:39:79,1
78:3a:84:73:46:0d,19
78:3a:84:6e:e6:68,1
78:31:c1:5a:03:1a,7
78:7e:61:2c:34:39,34
84:38:38:b3:65:27,20
84:55:a5:12:1f:f4,27
84:55:a5:1d:66:32,36
90:21:81:28:89:0d,73
90:1d:27:53:17:a0,21
90:18:7c:ed:47:0a,78
90:18:7c:e7:79:b1,3
90:18:7c:97:c7:dc,14
90:18:7c:95:50:77,3
90:00:db:4d:a4:34,9
8e:f3:ce:0b:cf:d2,1
8e:f2:b1:a8:95:51,1
8e:bd:99:0c:d2:d8,1
90:3c:92:74:99:5a,29
8e:5c:58:8c:ac:f1,1
8c:be:be:fe:05:b3,26
8c:be:be:f8:2e:53,21
8c:be:be:f6:f9:1f,44
8c:be:be:f6:67:97,4
8c:be:be:ca:c1:b1,1
8c:be:be:ca:3b:ff,3
8c:be:be:c8:fa:f0,2
8c:be:be:bf:0f:6f,18
8c:be:be:ba:47:df,3
8c:be:be:b5:27:53,39
8c:be:be:ff:b7:78,6
8c:be:be:9f:3d:3b,1
90:3c:92:7a:ac:17,1
90:3c:92:7b:19:1a,14
90:fd:61:5e:9d:43,5
90:fd:61:5c:f1:2e,13
90:fd:61:08:05:6b,1
90:fd:61:06:a0:62,60
90:e7:c4:83:ab:11,1
90:e7:c4:10:94:4a,4
90:c1:15:ee:d3:08,5
90:c1:15:59:19:d6,32
90:b9:31:71:b0:f2,6
90:b9:31:69:f7:23,12
90:3c:92:7a:e9:8c,11
90:b9:31:50:7f:0c,6
90:b9:31:4a:ae:36,5
90:b9:31:24:bd:72,1
90:b6:86:bb:a1:e2,4
90:b6:86:8a:a3:07,8
90:b6:86:77:1f:c7,1
90:8d:6c:d4:7d:6b,1
90:7a:28:01:fb:a6,4
90:67:1c:f1:11:e8,20
90:67:1c:2c:3d:fb,32
90:4e:2b:18:e8:2b,1
90:b9:31:50:73:82,5
8c:be:be:9b:c1:8f,1
8c:be:be:74:c4:44,4
8c:be:be:71:8a:4a,2
88:32:9b:97:90:45,28
88:32:9b:8d:a7:57,3
88:30:8a:dd:b4:ca,6
88:30:8a:4c:da:9d,4
88:1f:a1:8a:3e:41,1
88:1f:a1:52:4d:84,26
88:1f:a1:4a:73:08,1
86:db:8a:46:ca:af,1
86:29:27:cf:45:9f,1
86:16:86:14:c8:48,1
88:32:9b:a0:ad:4f,9
84:db:ac:c9:48:5a,23
84:b1:53:c7:6b:1c,10
84:b1:53:84:26:f8,1
84:b1:53:7f:3c:cf,1
84:8e:df:f5:e2:1f,27
84:85:06:7b:89:a9,1
84:7a:88:e7:83:da,2
84:7a:88:8e:0f:c5,1
84:7a:88:4b:18:43,17
84:73:03:13:8c:69,7
84:63:d6:10:03:3c,3
84:db:ac:67:46:74,1
88:32:9b:ab:98:12,3
88:32:9b:ca:39:6a,10
88:32:9b:f3:18:21,121
8c:77:16:83:84:07,25
8c:58:77:b3:7a:0e,1
8c:3a:e3:4b:5d:48,1
8c:34:fd:b8:c9:56,5
8c:0e:e3:9a:25:aa,9
8c:0e:e3:70:46:cb,16
8c:0e:e3:03:59:8a,1
8c:00:6d:be:1d:e7,2
8a:e5:24:e1:c7:35,1
8a:94:35:a8:4b:15,1
88:e3:ab:b2:21:b3,7
88:e3:ab:42:de:cb,1
88:cb:87:e2:77:a0,1
88:cb:87:73:41:2a,1
88:cb:87:6b:37:7d,37
88:cb:87:30:72:c9,4
88:70:8c:1b:1d:74,1
88:70:8c:1a:73:9c,1
88:53:95:d7:1b:fe,14
88:53:95:84:98:55,3
88:53:95:52:d4:62,18
88:53:95:4e:04:8e,1
88:32:9b:fb:49:84,36
72:81:5a:1c:c9:87,1
48:6b:2c:4d:a3:e2,3
72:65:a0:3f:94:cf,1
70:72:3c:e6:1c:7d,2
5c:95:ae:58:a1:e6,19
5c:8d:4e:5a:e2:68,8
5c:7d:5e:23:2c:99,11
5c:59:48:68:29:4c,2
5c:59:48:60:15:ad,45
5c:59:48:4b:bb:eb,8
5c:2e:59:ba:e4:c3,5
5c:2e:59:8d:f9:ec,109
5a:a0:61:95:a5:dc,1
5a:88:ef:17:de:68,1
5c:95:ae:9a:39:94,5
5a:1c:50:2d:5e:c9,1
58:44:98:5e:44:58,1
58:44:98:57:c0:82,8
58:2a:f7:b9:8d:c3,1
58:2a:f7:b5:38:46,2
58:2a:f7:84:b4:f3,3
58:2a:f7:5d:6e:4e,2
58:2a:f7:00:d9:5e,11
58:1f:28:98:f8:0f,11
58:02:2c:fb:78:5f,8
56:36:85:d2:b1:50,1
58:7f:66:d2:ff:e8,4
56:06:a2:c6:69:ad,1
5c:95:ae:ea:88:82,82
5c:96:9d:4a:8e:a9,7
60:f8:1d:42:c9:37,3
60:f8:1d:38:b2:09,1
60:e7:01:49:7f:8b,11
60:d9:a0:fa:a4:6b,27
60:d9:a0:da:67:72,6
60:d9:a0:c0:05:ea,3
60:92:17:b6:4a:5f,2
60:92:17:6b:e6:53,28
60:51:2c:70:e3:a0,3
60:51:2c:01:31:83,5
5c:96:9d:43:b2:86,7
60:21:c0:c7:4c:35,9
5e:6c:b0:85:a0:bb,1
5e:33:83:2b:99:6f,1
5c:f8:a1:fb:54:ed,2
5c:f8:a1:d9:3c:25,1
5c:f8:a1:98:b4:35,24
5c:f7:c3:9b:03:a2,2
5c:f5:da:f2:f6:30,1
5c:f5:da:32:c0:f3,1
5c:f5:da:08:a4:2a,8
5c:96:9d:e7:60:3a,46
60:21:c0:8a:c1:c1,16
60:f8:1d:a7:cc:7b,3
54:ea:a8:d9:da:b0,14
54:ea:a8:93:68:76,10
50:a7:2b:52:df:46,2
50:9f:27:1b:06:85,68
4e:ef:66:18:10:a2,1
4e:9e:ae:94:da:62,1
4e:4c:ab:4c:8a:cf,1
4c:b1:99:e3:ab:80,5
4c:8d:79:76:b0:39,1
4c:8d:79:6c:0d:a1,34
4c:3c:16:a5:7b:2c,1
4c:21:d0:47:ab:8e,1
50:cc:f8:8a:9f:41,2
4a:bc:a8:59:cd:06,1
4a:7f:d6:20:78:e9,1
4a:7f:19:5a:26:18,1
4a:0e:5f:01:be:eb,1
4a:08:6b:ed:8b:8b,1
4a:05:9f:ae:17:16,1
48:74:6e:94:b7:b0,69
48:74:6e:7e:43:8b,2
48:6b:2c:8e:b3:7a,1
48:6b:2c:83:6f:36,6
48:6b:2c:73:ac:68,1
4a:98:ad:82:e6:b0,1
54:ea:a8:94:15:bf,27
50:ea:d6:28:9e:fd,9
52:2d:fd:ce:42:63,1
54:ea:a8:70:24:b8,1
54:ea:a8:48:53:94,1
54:e4:3a:71:83:9e,1
54:e4:3a:3d:17:fd,1
54:ae:27:bd:ed:54,1
54:ae:27:90:26:7e,4
54:9f:13:d8:92:2c,1
54:9f:13:d6:5d:c8,1
54:9f:13:ab:b4:a2,15
54:9f:13:92:1a:fc,22
50:f5:20:61:04:2a,12
54:9f:13:10:ca:f5,13
54:72:4f:34:00:84,1
54:72:4f:2a:52:5b,13
54:72:4f:27:62:0d,36
54:14:73:27:c9:75,1
54:08:b4:52:b2:4d,3
52:cf:31:21:cc:c1,1
52:ba:20:ae:14:9f,1
52:a8:d7:38:34:7e,1
52:62:96:d7:8e:e3,1
52:33:49:03:d8:30,1
54:72:4f:5c:34:d5,17
60:f8:1d:dc:fa:b0,21
60:fa:cd:12:f4:5a,3
60:fa:cd:25:b8:72,7
6c:c2:6b:bf:68:94,3
6c:c2:6b:88:fb:fe,6
6c:8b:2f:a9:8f:6d,3
6c:8b:2f:a6:c4:07,14
6c:70:9f:7f:14:0f,2
6c:5f:1c:fa:b3:a0,4
6c:5f:1c:1e:7f:65,1
6c:2f:2c:d1:bd:b3,1
6c:2f:2c:c0:c2:8c,18
6c:25:b9:fc:59:6a,8
6c:c2:6b:ce:e3:3c,20
6c:25:b9:d3:d3:1e,5
6c:25:b9:62:45:90,1
6c:25:b9:04:02:7e,1
6a:90:41:01:b1:67,1
6a:36:ba:4b:40:e8,1
68:df:dd:f0:69:70,2
68:df:dd:ed:c8:ab,2
68:df:dd:db:d6:66,1
68:df:dd:ca:b9:4f,1
68:df:dd:ca:a6:1e,1
68:df:dd:a2:85:c8,1
6c:25:b9:a6:f3:68,8
68:df:dd:9e:68:10,3
6e:25:81:9e:43:cb,1
6e:6a:00:e9:6c:46,1
70:72:3c:2f:a9:3e,35
70:72:0d:cb:bc:45,13
70:72:0d:a5:ed:56,15
70:72:0d:a5:c1:a7,3
70:72:0d:a2:15:e0,4
70:14:a6:ef:17:77,3
70:14:a6:e1:8c:44,22
70:14:a6:de:2f:39,20
70:14:a6:b9:57:e3,29
70:14:a6:91:be:3c,14
6e:30:91:1b:4c:a7,1
70:14:a6:89:d2:5a,1
70:14:a6:6a:57:9e,36
70:14:a6:5d:72:2d,8
70:14:a6:5b:62:05,4
70:14:a6:40:ab:b5,37
70:14:a6:15:91:a4,7
70:11:24:eb:1d:5d,48
70:11:24:af:e2:d0,9
70:11:24:95:80:7f,11
6e:df:20:0c:86:49,1
6e:9f:42:1a:71:d8,1
70:14:a6:79:16:f0,1
68:df:dd:9b:7c:aa,2
68:df:dd:90:4a:37,44
68:df:dd:64:37:6d,7
64:b4:73:48:b9:9b,2
64:b4:73:3e:68:a5,27
64:b4:73:35:d0:c2,8
64:b4:73:2b:8a:6f,2
64:a6:51:56:b2:c4,1
64:a3:cb:d4:90:f7,1
64:9a:be:c1:f6:b0,8
64:9a:be:8f:de:50,3
64:9a:be:64:38:73,5
64:9a:be:61:cd:2c,17
64:b4:73:4f:a4:4d,6
64:89:9a:59:e6:bb,124
64:09:80:fc:0e:32,23
64:09:80:f7:a5:b8,78
64:09:80:e5:86:e7,1
64:09:80:d7:84:5a,7
64:09:80:b7:c1:26,1
62:b2:96:46:45:a5,1
62:7b:b8:37:6f:d1,1
60:fa:cd:b6:f8:64,14
60:fa:cd:46:d7:6c,26
60:fa:cd:40:bc:18,139
64:76:ba:22:ec:5d,1
64:b8:53:86:b4:7c,1
66:1b:50:4b:90:3a,1
66:2b:28:e6:96:6e,1
68:df:dd:63:c2:b3,9
68:df:dd:3f:9d:80,17
68:df:dd:2d:b7:12,2
68:df:dd:28:5e:60,19
68:df:dd:1c:4d:5c,68
68:df:dd:1c:49:eb,5
68:df:dd:18:19:5a,7
68:d9:3c:95:24:94,7
68:a0:f6:c9:48:54,144
68:a0:f6:c8:21:9f,24
68:a0:f6:a2:36:cf,9
68:a0:f6:83:03:42,34
68:a0:f6:7a:4b:91,6
68:a0:f6:1b:01:7d,3
68:96:7b:e6:d0:e7,8
68:96:7b:de:17:dc,1
68:96:7b:87:73:e8,4
68:48:98:ee:1f:4d,54
68:3e:34:2e:a2:f4,23
68:3e:34:0c:1a:01,5
68:3e:34:0a:c2:3b,4
66:fa:4c:a5:cb:7f,1
66:32:80:6d:33:29,1
70:e7:2c:b9:f2:12,13
fe:c9:af:b1:d2:d0,1
